drug_name,avg_rating,review_count
chantix,7.051282051282051,39
zyrtec-d,7.0,4
clobetasol,7.0,2
noroxin,7.0,3
diclofenac,7.0,8
lortab,7.0,6
omnitrope,7.0,1
mirapex,7.0,6
propylthiouracil,7.0,1
ortho-evra,7.0,3
selegiline,7.0,4
benicar-hct,7.0,4
emsam,7.0,4
isoniazid,7.0,1
fexofenadine,7.0,4
remeron,7.0,7
pepcid,7.0,1
depakote,7.0,2
vicoprofen,7.0,1
ortho-tri-cyclen-lo,7.0,6
lidex,7.0,1
clarithromycin,7.0,5
lybrel,7.0,1
focalin-xr,7.0,1
bentyl,7.0,1
fentanyl,7.0,2
arthrotec,7.0,1
femring,7.0,3
ketorolac,7.0,1
serzone,7.0,3
zovirax-topical,7.0,1
danazol,7.0,1
toprol-xl,7.0,1
pamelor,7.0,1
glucophage-xr,7.0,1
dicyclomine,7.0,2
temovate,7.0,1
actos,7.0,1
rhinocort,7.0,1
lasix,7.0,1
ortho-novum,7.0,2
avita,6.944444444444445,18
lexapro,6.911764705882353,68
xenical,6.909090909090909,11
prednisone,6.909090909090909,22
renova,6.90625,32
differin,6.894736842105263,38
xyrem,6.888888888888889,9
doxycycline,6.882352941176471,34
propecia,6.861111111111111,36
voltaren,6.846153846153846,13
topamax,6.838709677419355,31
celexa,6.818181818181818,22
evista,6.818181818181818,11
septra,6.75,4
amoxil,6.75,20
lamotrigine,6.7272727272727275,11
nortriptyline,6.714285714285714,7
paxil-cr,6.714285714285714,7
citalopram,6.7,30
concerta,6.7,10
minocin,6.666666666666667,3
nitrofurantoin,6.666666666666667,3
ziana,6.666666666666667,3
symbicort,6.666666666666667,3
elidel,6.666666666666667,9
aldactone,6.625,8
keppra,6.6,5
singulair,6.588235294117647,17
lamisil,6.583333333333333,12
cymbalta,6.5675675675675675,37
effexor-xr,6.5675675675675675,37
claripel-cream,6.545454545454546,11
zegerid,6.5,10
niacor,6.5,2
effexor,6.428571428571429,42
duac,6.428571428571429,7
biaxin,6.421052631578948,19
provera,6.4,5
proscar,6.4,10
diovan,6.375,8
paxil,6.34,50
catapres,6.333333333333333,3
aygestin,6.333333333333333,3
cyproheptadine,6.333333333333333,3
relafen,6.333333333333333,3
detrol-la,6.333333333333333,6
sulfasalazine,6.333333333333333,3
nuvaring,6.3076923076923075,26
ultracet,6.2,5
celebrex,6.1875,16
augmentin,6.173913043478261,23
strattera,6.166666666666667,18
prednisolone,6.142857142857143,7
ativan,6.066666666666666,15
mobic,6.041666666666667,24
tramadol,6.04,25
neurontin,6.029411764705882,34
risperdal-consta,6.0,3
amitiza,6.0,2
rebif,6.0,1
nystatin,6.0,2
doryx,6.0,7
skelaxin,6.0,3
percocet,6.0,11
periogard,6.0,2
betamethasone,6.0,3
norpramin,6.0,1
optivar,6.0,1
prevalite,6.0,1
dovonex,6.0,1
vivelle,6.0,1
topicort,6.0,1
enalapril,6.0,1
famvir,6.0,1
medroxyprogesterone,6.0,1
bactroban,6.0,1
vicodin,5.9523809523809526,21
lyrica,5.928571428571429,28
minocycline,5.882352941176471,17
actonel,5.875,8
aldara,5.857142857142857,7
oxycontin,5.857142857142857,7
desyrel,5.833333333333333,12
cipro,5.8,20
klonopin,5.785714285714286,14
darvocet-n,5.75,4
tirosint,5.75,12
diflucan,5.75,4
coumadin,5.75,4
yasmin,5.695652173913044,23
seroquel,5.666666666666667,27
tetracycline,5.666666666666667,12
diazepam,5.666666666666667,9
zyban,5.666666666666667,15
claritin,5.611111111111111,18
tri-luma,5.6,10
mirtazapine,5.6,5
ventolin-hfa,5.5,2
ultram-er,5.5,2
vytorin,5.5,4
duragesic,5.5,4
phenergan,5.5,2
permapen,5.5,2
azelex,5.5,2
alendronate,5.5,4
dexedrine,5.5,2
morphine,5.5,2
lunesta,5.411764705882353,17
fluconazole,5.4,5
abilify,5.375,8
zyprexa,5.333333333333333,6
depo-provera,5.333333333333333,12
dispermox,5.333333333333333,9
dilantin,5.333333333333333,3
prinivil,5.333333333333333,27
naprosyn,5.25,4
asacol,5.2,5
zocor,5.066666666666666,15
galzin,5.0,2
baciim,5.0,1
nolvadex,5.0,3
proquin-xr,5.0,7
symbyax,5.0,2
micardis,5.0,4
depakene,5.0,2
lac-hydrin,5.0,1
zofran,5.0,7
quibron-t,5.0,1
evoclin,5.0,1
lupron,5.0,2
dysport,5.0,2
seasonique,4.961538461538462,26
naproxen,4.888888888888889,18
keflex,4.857142857142857,14
metronidazole,4.833333333333333,6
malarone,4.75,4
metrogel,4.666666666666667,15
solodyn,4.6,5
protopic,4.571428571428571,7
erythromycin,4.571428571428571,7
arava,4.5,2
lopressor,4.5,2
ditropan,4.333333333333333,3
soma,4.25,4
clomid,4.25,4
fosamax,4.222222222222222,18
avelox,4.125,8
reglan,4.0,4
triazolam,4.0,1
atarax,4.0,3
fosinopril,4.0,1
desonide,4.0,1
toradol,4.0,3
macrobid,3.909090909090909,11
levaquin,3.75,12
risperdal,3.6666666666666665,6
dilaudid,3.6666666666666665,3
cleocin,3.6666666666666665,3
flagyl,3.5,10
clindamycin,3.125,8
glyquin-xm,3.0,1
mirena,3.0,1
vioxx,3.0,1
caduet,3.0,1
locoid-lipocream,3.0,1
climara-pro,3.0,1
halcion,3.0,1
femara,3.0,1
pilocarpine,3.0,1
levetiracetam,3.0,1
aricept,2.8333333333333335,6
tegretol,2.3333333333333335,3
kenalog,2.0,1
prochlorperazine,2.0,1
furosemide-injection,2.0,1
boniva,2.0,2
adcirca,2.0,1
omnicef,1.9090909090909092,11
mevacor,1.5,2
tekturna-hct,1.0,1
ceclor,1.0,2
compazine,1.0,2
accolate,1.0,1
penlac,1.0,2
sustiva,1.0,1
bactrim-ds,1.0,1
capoten,1.0,1
vistaril,1.0,1
lodine,1.0,1
combipatch,1.0,1
aralen,1.0,1
enablex,1.0,1
diltiazem,1.0,1
tylenol-with-codeine,1.0,1
tequin,1.0,1
metoclopramide,1.0,1
