drug_name,avg_rating,review_count
actonel,5.875,8
minocycline,5.882352941176471,17
lyrica,5.928571428571429,28
vicodin,5.9523809523809526,21
risperdal-consta,6.0,3
amitiza,6.0,2
rebif,6.0,1
nystatin,6.0,2
doryx,6.0,7
skelaxin,6.0,3
percocet,6.0,11
periogard,6.0,2
betamethasone,6.0,3
norpramin,6.0,1
optivar,6.0,1
prevalite,6.0,1
dovonex,6.0,1
vivelle,6.0,1
topicort,6.0,1
enalapril,6.0,1
famvir,6.0,1
medroxyprogesterone,6.0,1
bactroban,6.0,1
neurontin,6.029411764705882,34
tramadol,6.04,25
mobic,6.041666666666667,24
ativan,6.066666666666666,15
prednisolone,6.142857142857143,7
strattera,6.166666666666667,18
augmentin,6.173913043478261,23
celebrex,6.1875,16
ultracet,6.2,5
nuvaring,6.3076923076923075,26
catapres,6.333333333333333,3
aygestin,6.333333333333333,3
cyproheptadine,6.333333333333333,3
relafen,6.333333333333333,3
detrol-la,6.333333333333333,6
sulfasalazine,6.333333333333333,3
paxil,6.34,50
diovan,6.375,8
provera,6.4,5
proscar,6.4,10
biaxin,6.421052631578948,19
effexor,6.428571428571429,42
duac,6.428571428571429,7
zegerid,6.5,10
niacor,6.5,2
claripel-cream,6.545454545454546,11
cymbalta,6.5675675675675675,37
effexor-xr,6.5675675675675675,37
lamisil,6.583333333333333,12
singulair,6.588235294117647,17
keppra,6.6,5
aldactone,6.625,8
minocin,6.666666666666667,3
nitrofurantoin,6.666666666666667,3
ziana,6.666666666666667,3
symbicort,6.666666666666667,3
elidel,6.666666666666667,9
citalopram,6.7,30
concerta,6.7,10
nortriptyline,6.714285714285714,7
paxil-cr,6.714285714285714,7
lamotrigine,6.7272727272727275,11
septra,6.75,4
amoxil,6.75,20
celexa,6.818181818181818,22
evista,6.818181818181818,11
topamax,6.838709677419355,31
voltaren,6.846153846153846,13
propecia,6.861111111111111,36
doxycycline,6.882352941176471,34
xyrem,6.888888888888889,9
differin,6.894736842105263,38
renova,6.90625,32
xenical,6.909090909090909,11
prednisone,6.909090909090909,22
lexapro,6.911764705882353,68
avita,6.944444444444445,18
zyrtec-d,7.0,4
clobetasol,7.0,2
noroxin,7.0,3
diclofenac,7.0,8
lortab,7.0,6
omnitrope,7.0,1
mirapex,7.0,6
propylthiouracil,7.0,1
ortho-evra,7.0,3
selegiline,7.0,4
benicar-hct,7.0,4
emsam,7.0,4
isoniazid,7.0,1
fexofenadine,7.0,4
remeron,7.0,7
pepcid,7.0,1
depakote,7.0,2
vicoprofen,7.0,1
ortho-tri-cyclen-lo,7.0,6
lidex,7.0,1
clarithromycin,7.0,5
lybrel,7.0,1
focalin-xr,7.0,1
bentyl,7.0,1
fentanyl,7.0,2
arthrotec,7.0,1
femring,7.0,3
ketorolac,7.0,1
serzone,7.0,3
zovirax-topical,7.0,1
danazol,7.0,1
toprol-xl,7.0,1
pamelor,7.0,1
glucophage-xr,7.0,1
dicyclomine,7.0,2
temovate,7.0,1
actos,7.0,1
rhinocort,7.0,1
lasix,7.0,1
ortho-novum,7.0,2
chantix,7.051282051282051,39
lipitor,7.052631578947368,38
ambien,7.064516129032258,31
wellbutrin,7.075,40
adderall-xr,7.090909090909091,11
elavil,7.105263157894737,19
albuterol,7.111111111111111,9
climara,7.111111111111111,9
prilosec,7.125,24
advair-diskus,7.125,8
oracea,7.142857142857143,7
ortho-tri-cyclen,7.166666666666667,18
tazorac,7.181818181818182,22
tamiflu,7.2,10
lithium-carbonate,7.2,5
zmax,7.25,8
ultram,7.25,16
norvasc,7.266666666666667,15
methotrexate,7.285714285714286,14
retin-a-micro,7.296296296296297,27
lorazepam,7.3,10
pristiq,7.3,10
anafranil,7.333333333333333,3
xyzal,7.333333333333333,3
efudex,7.333333333333333,3
ambien-cr,7.352941176470588,17
crestor,7.357142857142857,14
glucophage,7.375,8
botox,7.375,8
restasis,7.375,8
ecotrin,7.428571428571429,7
spironolactone,7.444444444444445,18
prozac,7.4772727272727275,44
avodart,7.5,2
grifulvin-v,7.5,2
lovenox,7.5,2
trileptal,7.5,2
trental,7.5,2
niaspan,7.5,10
femhrt,7.5,2
zoloft,7.520833333333333,48
prempro,7.526315789473684,19
flexeril,7.56,25
zantac,7.571428571428571,7
levoxyl,7.578947368421052,19
ranitidine,7.6,5
inderal,7.6,5
retin-a,7.622641509433962,53
adipex-p,7.655172413793103,29
oxycodone,7.666666666666667,12
lotrel,7.666666666666667,3
imodium,7.666666666666667,3
carac,7.666666666666667,3
fiorinal,7.666666666666667,3
seasonale,7.666666666666667,6
accutane,7.666666666666667,42
dostinex,7.666666666666667,3
fioricet,7.666666666666667,3
benadryl,7.666666666666667,3
plavix,7.75,4
prevacid,7.761904761904762,21
clonazepam,7.769230769230769,13
allegra,7.7727272727272725,22
finacea,7.777777777777778,9
lamictal,7.78125,32
zyrtec,7.78125,32
zithromax,7.8,15
restoril,7.8,5
propranolol,7.8,5
clarinex,7.8,5
premarin,7.833333333333333,18
advair-hfa,7.833333333333333,6
panixine-disperdose,7.833333333333333,6
hyzaar,7.833333333333333,6
synthroid,7.8431372549019605,51
byetta,7.857142857142857,7
motrin,7.857142857142857,14
provigil,7.862068965517241,29
nexium,7.864864864864865,37
remicade,7.875,8
imitrex,7.892857142857143,28
ritalin,7.9,10
wellbutrin-xl,7.9714285714285715,35
doxepin,8.0,1
mercaptopurine,8.0,1
cardura-xl,8.0,1
aczone,8.0,1
betaseron,8.0,1
periostat,8.0,1
amerge,8.0,1
nizoral,8.0,1
trilipix,8.0,1
ziac,8.0,1
viagra,8.0,3
meperidine,8.0,1
kapidex,8.0,1
avage,8.0,7
vaniqa,8.0,1
trimethoprim,8.0,2
omacor,8.0,1
genotropin,8.0,1
relpax,8.0,6
benzaclin,8.0,3
tussionex,8.0,2
angeliq,8.0,2
carbamazepine,8.0,1
biaxin-xl,8.0,1
fortaz,8.0,1
dapsone,8.0,1
saizen,8.0,1
estring,8.0,1
cefzil,8.0,1
miralax,8.0,1
patanol,8.0,1
hydrochlorothiazide,8.0,3
cardura,8.0,1
tambocor,8.0,1
azor,8.0,1
aloprim,8.0,1
taxotere,8.0,1
ritalin-la,8.0,1
frova,8.0,1
prometrium,8.0,4
xalatan,8.0,1
ketoconazole,8.0,1
azulfidine,8.0,1
rifadin,8.0,1
metformin,8.052631578947368,19
trazodone,8.071428571428571,14
vyvanse,8.083333333333334,24
sarafem,8.083333333333334,12
lumigan,8.090909090909092,11
xanax,8.133333333333333,30
zomig,8.157894736842104,19
adderall,8.181818181818182,22
requip,8.2,10
protonix,8.210526315789474,19
vasotec,8.25,4
wellbutrin-sr,8.272727272727273,11
tylenol,8.285714285714286,7
sotret,8.333333333333334,6
flonase,8.333333333333334,30
antivert,8.333333333333334,3
oxazepam,8.333333333333334,3
dextroamphetamine,8.333333333333334,3
estrace,8.375,8
metoprolol,8.4,5
methadone,8.428571428571429,7
tenormin,8.5,6
nasonex,8.5,10
levora,8.5,2
ampicillin,8.5,2
nasacort,8.5,2
baclofen,8.5,4
copaxone,8.5,2
tapazole,8.5,2
meridia,8.5,16
fluvoxamine,8.5,4
zovirax,8.5,10
alesse,8.5,2
aromasin,8.5,2
valtrex,8.541666666666666,24
nuvigil,8.666666666666666,3
coreg,8.666666666666666,3
triaz,8.666666666666666,3
klaron,8.666666666666666,3
elocon,8.666666666666666,3
cialis,8.714285714285714,7
buspar,8.75,4
minoxidil,8.8,5
atenolol,8.8,10
aciphex,8.833333333333334,6
humira,8.88888888888889,9
enbrel,8.909090909090908,11
valium,8.909090909090908,11
innofem,9.0,4
premarin-vaginal,9.0,1
tobramycin,9.0,1
nardil,9.0,1
corgard,9.0,2
tarka,9.0,1
clindamycin-topical,9.0,1
estrostep-fe,9.0,2
gonal-f-rff,9.0,1
oxybutynin,9.0,1
amphetamine,9.0,1
sonata,9.0,2
triamcinolone,9.0,1
pentasa,9.0,3
etodolac,9.0,1
allegra-d,9.0,2
benicar,9.0,3
proair-hfa,9.0,2
elmiron,9.0,1
cosopt,9.0,2
zetia,9.0,1
lo-ovral,9.0,1
tofranil-pm,9.0,1
zyvox,9.0,1
atacand,9.0,4
alprazolam,9.0,10
ponstel,9.0,3
zebeta,9.0,1
metrolotion,9.0,1
lantus,9.0,1
pataday,9.0,1
desmopressin,9.0,1
levitra,9.0,4
proloprim,9.0,1
hyoscyamine,9.0,1
arimidex,9.0,1
spiriva,9.0,1
trimethobenzamide,9.0,1
hydrocodone-and-acetaminophen,9.0,1
azasan,9.0,1
nizoral-shampoo,9.0,1
penicillin-v,9.0,1
lotronex,9.0,1
accupril,9.0,1
plendil,9.0,1
vivelle-dot,9.090909090909092,11
acyclovir,9.181818181818182,11
armour-thyroid,9.214285714285714,14
cozaar,9.25,4
vagifem,9.25,4
seroquel-xr,9.333333333333334,3
flomax,9.333333333333334,3
asmanex,9.333333333333334,3
maxalt,9.428571428571429,7
dyrenium,9.5,2
vesicare,9.5,2
cytomel,9.5,4
sumatriptan,9.5,4
clobex,9.5,2
levothroid,9.666666666666666,3
divigel,9.75,4
baraclude,10.0,1
avapro,10.0,2
estrasorb,10.0,2
geodon,10.0,2
lidocaine,10.0,1
taclonex,10.0,1
haldol,10.0,1
polymyxin-b,10.0,1
imuran,10.0,1
progesterone,10.0,1
latisse,10.0,3
neoprofen,10.0,2
estratest,10.0,2
azopt,10.0,1
deltasone,10.0,1
dyazide,10.0,1
methylphenidate,10.0,1
atripla,10.0,1
dextrostat,10.0,1
cataflam,10.0,1
triphasil,10.0,3
delestrogen,10.0,1
prograf,10.0,1
nasacort-aq,10.0,1
phendimetrazine,10.0,1
parlodel,10.0,1
bisoprolol,10.0,1
androgel,10.0,1
hydrocortisone,10.0,1
nasarel,10.0,1
methimazole,10.0,2
naltrexone,10.0,1
axert,10.0,1
hytrin,10.0,1
metformin-extended-release,10.0,1
bystolic,10.0,1
eulexin,10.0,1
piroxicam,10.0,1
reclipsen,10.0,1
noritate,10.0,1
olux,10.0,1
flovent,10.0,1
nordette,10.0,1
soltamox,10.0,1
pravachol,10.0,1
sanctura-xr,10.0,1
indocin,10.0,1
follistim,10.0,1
sular,10.0,1
ribavirin,10.0,1
tekturna,10.0,1
fosamax-plus-d,10.0,1
zestoretic,10.0,1
qvar,10.0,1
vigamox,10.0,1
